Abbott, Harvey L.
Petro, John
Petrovic, Vojislav
Petrovitch, Michel
Petruska, Gyorgy
Petty, Clinton M.
Pfaff, John
Pfanzagl, Johann
Pfeifer, Dietmar
Phelps, Robert R.
Phillips, John W.
Phillips, Ralph S.
Phillips, Steven John
Piazza, Barry
Pica, Giustina
Pickel, P. Fred
Pickert, Gunter
Pieczenik, George
Pierce, Stephen J.
Pietsch, Christian
Piff, Mike J.
Pigno, Louis
Pila, Jonathan
Pillai, S. Sivasankaranarayana
Pillay, Anand
Pillone, D.
Pinchuk, Bernard
Pinner, Christopher G.
Pinter, Akos
Pinter, F.
Pintz, Janos
Piotrowski, Wiktor
Pippenger, Nicholas J.
Piret, Philippe
Pisanski, Tomaz
Pitman, James W.
Pitman, Jane
Pitt, Loren D.
Pittel, Boris
Pitts, Andrew M.
Pixley, Alden F.
Placzek, G.
Plaisted, David A.
Plantholt, Michael J.
Plassmann, Paul
Plaxton, C. Greg
Pleasant, P. A. B.
Pless, Vera S.
Plochinski, Kenneth
Plotkin, Serge A.
Pluhar, Andras
Plummer, Michael D.
Pnueli, Amir
Poguntke, Werner
Poh, Roger K. S.
Polat, N.
Polat, Norbert
Polimeni, Albert D.
Poljak, Svatopluk
Pollak, Henry O.
Pollara, Fabrizio
Pollingher, Adolf
Pollington, Andrew D.
Polya, George
Pommerenke, Christian
Poonen, Bjorn
Popken, J.
Poplove, A. L.
Popov, Vasil Atanasov
Porat, Sara
Poreda, Tadeusz
Porta, Horacio A.
Porter, Bruce J.
Porter, H. H.
Porter, R. Burr
Porter, T. D.
Poschel, Reinhard
Posluszny, Jeffrey
Posner, David B.
Posner, Edward C.
Post, Karel Albertus
Postnikova, Ludmila P.
Pounder, James R.
Pour-El, Marian Boykan
Pouzet, Maurice
Powell, Barry
Powers, David L.
Pradhan, Dhiraj K.
Praeger, Cheryl E.
Pranesachar, C. R.
Prasad, Jagdish
Prasad, Vidhu S.
Prather, Carl L.
Pratt, Vaughan R.
Preece, D. A.
Preissmann, Myriam
Prekopa, Andras
Preparata, Franco P.
Prescott, Philip
Prestel, Alexander
Preston, Gordon B.
Prikry, Karel
Primak, Mordukh E.
Prins, Geert
Pritchard, A. D.
Pritikin, Dan
Proctor, Robert A.
Promel, Hans Jurgen
Proskurowski, Andrzej
Provan, J. Scott
Pruitt, William E.
Przymusinski, T. C.
Pudlak, Pavel
Pukanszky, Lajos
Pulleyblank, William R.
Pultr, Ales
Purcell, S.
Puri, Madan Lal
Purisch, Steve
Pursley, Michael B.
Purwanto
Putnam, Calvin R.
Putterman, Seth J.
Pym, John S.
Qin, Jun
Quackenbush, Robert W.
Quak, Ewald
Queen, Larissa
Queffelec, Herve
Quimpo, N. F.
Quinn, Forrest
Quintas, Louis V.
Raab, David
Rabin, Michael O.
Rabinovich, Asya
Rabinovich, Issie
Rabinovich, Yuri
Rabinovitch, A.
Rabinowitz, Philip
Rackoff, Charles W.
Racsko, P.
Radcliffe, Andrew J.
Radjavi, Heydar
Rado, Francisc
Radosavljevic, Zuran
Radziszowski, Stanislaw P.
Ragde, Prabhakar
Rahimi, M. A.
Rahman, Qazi Ibadur
Rahmy, E.
Rains, Michael
Rajagopal, Cadambathur Tiruvenkatacharlu
Rajagopalan, Minakshisundaram
Rajagopalan, Sridhar
Rajan, C. S.
Rajappan, K. P.
Rajarshi, M. B.
Rajput, Balram S.
Ralescu, Stefan S.
Rall, Douglas F.
Ramachandra Rao, A.
Ramakrishnan, Dinakar
Ramakrishnan, S.
Ramanathan, K. G.
Ramare, Olivier
Ramesh, Aparna
Ramesh, H.
Ramharter, Gerhard
Ramm, Alexander G.
Rampon, Jean-Xavier
Ran, Andre C. M.
Randall, Dana J.
Randall, Jim
Randall, M.
Randels, W. C.
Randolph, William
Ranga Rao, R.
Rao Hebbare, Surya Prakash
Rao, Bopeng
Rao, Calyampudi Radhakrishna
Rao, J. N. K.
Rao, K. Murali
Rao, K. P. S. Bhaskara
Rao, M. Bhaskara
Rao, T. J.
Raphael, Louise A.
Raphael, Marc
Rappaport, David
Rashidi, Reza
Rasmussen, David J.
Rasmussen, Steen
Rataj, Jan
Rathbone, C. R.
Ratschek, Helmut
Ratti, Jogindar S.
Ravani, Yuval
Ravid, Yiftach
Ravindra, G.
Rawlinson, Kim T.
Ray-Chaudhuri, Dijen K.
Rayburn, Marlon C.
Rayburn, Nell K.
Raymon, Louis
Raynaud, Michel
Razborov, Alexander Alexandrovich
Razen, Reinhard A.
Read, Ronald C.
Recski, Andras
Redei, Laszlo
Redheffer, Raymond M.
Reed, Bruce A.
Reed, George M.
Reeds, James A.
Rees, Rolf Stephen
Regan, F.
Regan, Kenneth W.
Regener, Eric
Reich, Edgar
Reichaw, Meir
Reichbach, Marian
Reichman, Jack Z.
Reid, James L.
Reid, K. Brooks
Reidpath, Daniel D.
Reiman, Istvan
Reiman, Martin I.
Reimann, Jozsef
Reimer, Dave
Reingold, Edward M.
Reinhardt, William N.
Reinhart, Georg Martin
Reinhold, Jurgen
Reischuk, Rudiger
Reiterman, Jan
Reitwiesner, George W.
Rejto, Lidia
Remmel, Jeffrey B.
Renous, Raphael
Renyi, Kato
Repicky, Miroslav
Reuter, Klaus
Revesz, Gabor
Revesz, Szilard Gyorgy
Reyes, Gonzalo E.
Reyes, Miguel
Rezakhanlou, Fraydoun
Rhemtulla, Akbar H.
Rhoads, D.
Rhodes, John
Rice, Stephen O.
Richardson, Moses
Richert, Hans-Egon
Richman, David Ross
Richter, R. Bruce
Richter, Stefan
Richter-Dyn, Nira
Rickard, John A.
Ricklin, Moty
Riddell, James
Ridley, James N.
Ridout, D.
Riecanova, Zdenka
Rieders, Eric
Riehl, Arthur M.
Riemenschneider, Sherman D.
Riesz, Frigyes
Rigby, John F.
Rindler, Harald
Ringeisen, Richard D.
Ringel, Gerhard
Ringrose, C. J.
Rinne, Dan
Rinnooy Kan, Alexander H. G.
Rinott, Yosef
Riordan, John
Rippon, Philip J.
Rissanen, Jorma
Rival, Ivan
Rivenburgh, Reid
Rivera-Vega, Pedro I.
Rivest, Ronald L.
Rivlin, Theodore J.
Robbins, Herbert
Robert, Jean-Marc
Roberts, Fred S.
Roberts, George A.
Roberts, John A.
Roberts, Mark L.
Robertson, Jack
Robertson, M. M.
Robertson, Malcolm S.
Robertson, S. E.
Robin, Guy
Robins, Sinai
Robinson, A.
Robinson, David Foster
Robinson, M. L.
Robinson, Peter J.
Robinson, Stephen M.
Rochberg, Richard
Rockett, Andrew M.
Rockey, John
Rodeh, Michael
Rodemich, Eugene R.
Rodger, Chris A.
Rodin, Burton
Roditty, Yehuda
Rodman, Leiba
Rogers, Douglas G.
Rogers, Kenneth
Rogers, Thomas D.
Rogosinski, Werner W.
Rogoyski, Eric
Rohrbach, Hans
Roichman, Yuval
Roitman, Judith
Rokowska, Barbara
Rolewicz, Stefan
Romberg, B. W.
Ron, Amos
Ronyai, Lajos
Rooney, Joe
Roscoe, A. W.
Rose, Donald J.
Rosen, Adi
Rosen, David
Rosen, Michael I.
Rosen, Ronald H.
Rosenbaum, D. M.
Rosenbaum, Robert A.
Rosenbaum, Wilf L.
Rosenbaum, Zangwill
Rosenberg, Alex
Rosenberg, Arnold L.
Rosenberg, Ivo G.
Rosenberg, Reinhardt M.
Rosenblum, Marvin
Rosenfeld, Melvin
Rosenfeld, Moshe
Rosenthal, Haskell P.
Rosenthal, John W.
Rosenthal, Robert W.
Rosier, Louis E.
Roslanowski, Andrzej
Ross, Ian C.
Ross, Jeffrey A.
Ross, Kenneth A.
Rossi, John F.
Rosta, Vera
Rota, Gian-Carlo
Rote, Gunter
Roth, Klaus F.
Roth, Robert Lyle
Rothblum, Uriel G.
Rotkiewicz, Andrzej
Roush, Fred William
Rousseau, Celia K.
Rousseau, George
Rouvray, Dennis H.
Rovnyak, James
Rowe, K. A.
Rowley, Christopher Andrew
Rowley, Ray
Rowlinson, Peter
Roy, A. B.
Roy, Bimal K.
Roy, Marie-Francoise
Royle, Gordon F.
Rozema, Edward R.
Rubani, Yuval
Rubenstein, R. Y.
Rubin, David S.
Rubin, Jean E.
Rubin, Matatyahu
Rubinstein, Ariel
Rubinstein, G. S.
Rubinstein, Joachim Hyam
Rucinski, Andrzej
Rudich, Steven
Rudin, Walter
Rudnick, Karl
Rudolph, Larry
Ruehr, Otto G.
Ruhkin, Andrew L.
Ruiz, Sergio
Rumely, Robert S.
Rumsey, Howard C. Jr.
Runcinski, A.
Runck, P. O.
Rung, Donald C.
Runge, Fritz
Ruscheweyh, Stephan
Rush, Jason A.
Russell, David L.
Russell, Hilton C.
Ruymgaart, Frits H.
Ryff, John V.
Ryjacek, Zdenek
Ryll-Nardzewski, Czeslaw
Ryser, Herbert J.
Ryskov, Sergej S.
Ryslinkova, Jana
Saager, Carsten
Saari, Donald G.
Saaty, Thomas L.
Saba, Farrokh
Sabidussi, Gert
Sack, Jorg-Rudiger
Sacksteder, Richard
Sadeh, Eitan
Sadowsky, John S.
Saff, Edward B.
Safra, Shmuel
Sag, Tom W.
Sagan, Bruce Eli
Sagan, Hans
Sageev, Gershon
Sahab, Salem
Sahney, Badri N.
Sahoo, Prasanna K.
Sahrt, John D.
Saito, Akira
Saito, Nobuji
Sakai, Ryozi
Sakarovitch, Michel
Sakovic, G. N.
Salas-LaCruz, J. D.
Salat, Tibor
Salehi, Jawad A.
Salem, Raphael
Salinas, Luis C.
Salinas, Norberto
Sallay, Melanie
Sallows, Lee C. F.
Salminen, Paavo
Salomaa, Arto K.
Salowe, Jeffrey S.
Salzborn, Franz J. M.
Samad, Tariq
Samuels, P.
Sanchis, Laura A.
Sanders, Benny
Sanders, J. W.
Sandor, Jozsef
Sands, Bill
Sane, Sharad S.
Sankaranarayanan, Ayyadurai
Sankoff, David
Santharoubane, L. J.
Santoro, Nicola
Sanyal, Barun K.
Sanyal, Sugata
Saphar, Pierre David
Sapir, Mark V.
Sapozhenko, Alexander A.
Sarabia Alegria, Jose Maria
Saradha, Natarajan
Saran, Jagdish
Sarbadhikari, H.
Sarkadi, Karoly
Sarkozy, Gabor N.
Sarnak, Peter
Sarsfield, Richard
Sarvate, Dinesh G.
Sarwate, Dilip V.
Sasson, Ori
Sastry, Sreerama
Sathre, Leroy
Sato, Daihachiro
Satyanarayana, Appajosyula
Savage, Carla D.
Savage, John E.
Savicky, Petr
Saxena, Anjula
Saxena, Prashant
Saxena, R. B.
Saxl, Jan
Sayano, Masahiro
Saylor, D. P.
Saylor, Paul E.
Sbihi, Najiba
Scarborough, C. T.
Scarf, Herbert E.
Scedrov, Andrej
Schacher, Murray M.
Schaefer, Thomas J.
Schaeffer, A. C.
Schaffer, Alejandro A.
Schatz, J. A.
Schauble, Manfred
Scheepers, Marion
Scheick, John T.
Schein, Boris M.
Scheinerman, Edward R.
Schellenberg, Paul J.
Scherk, John
Schermann, Klara
Schevon, Catherine A.
Schieber, Baruch
Schiermeyer, Ingo
Schiffer, Menahem M.
Schilling, O. F. G.
Schillo, Paul
Schipperus, Rene
Schlee, Glen A.
Schlesinger, Ernest C.
Schleusner, John W.
Schlickewei, Hans Peter
Schlitt, Greg M.
Schmeichel, Edward F.
Schmeisser, Gerhard
Schmerl, James H.
Schmetterer, Leopold
Schmidt, Darrell
Schmidt, E. Tamas
Schmidt, Jurgen
Schmidt, Rudiger
Schmidt, Wolfgang M.
Schmitt, William R.
Schneider, B.
Schneider, Hans
Schneider, Rolf
Schnell, Edit
Schnitger, Georg
Schnitzer, Franz
Schnorr, Claus-Peter
Schnyder, Walter Albert
Schoen, Tamasz
Schoenberg, Isaac Jacob
Schoenfeld, Lowell
Schoissengeier, Johannes
Schon, J. Christian
Schonhage, Arnold
Schouten, J. A.
Schrader, Rainer
Schrag, Gerald C.
Schrandt, R. G.
Schreier, J.
Schrijver, Alexander
Schroeppel, Richard
Schughart, Martin
Schulman, Lawrence S.
Schultz, Kelly
Schultz, Michelle
Schultz, Phillip
Schumaker, Larry L.
Schumitzky, Alan
Schur, Issai
Schuss, Zeev
Schwab, Emil Daniel
Schwabe, Eric J.
Schwabhauser, Wolfram
Schwaiger, Jens
Schwartz, D. E.
Schwartz, Jacob T.
Schwarz, Binyamin
Schwarz, Wolfgang Karl
Schwarzkopf, Otfried
Schweigert, Dietmar
Scoppola, Carlo M.
Scott, A. D.
Scott, Dana S.
Scott, Debra Diny
Scott, R. L.
Scott, S. H.
Scott, Terrence R.
Scott, W. R.
Scoville, Richard
Scully, Daniel J.
Seah, Eric S.
Seberry, Jennifer R.
Sediva-Trnkova, Vera
Sedlmeyer, Robert L.
Segal, E.
Segre, Beniamino
Seidel, Johann J.
Seidel, Raimund
Seif, Steven
Seifter, Norbert
Seitz, Gary M.
Selberg, Atle
Selvaraj, Chikkanna R.
Sember, John J.
Semmes, Stephen W.
Semmler, Klaus-Dieter
Sen, Malay Kumar
Sendov, Blagovest
Seneta, Eugene
Senge, Hans G.
Senior, Thomas B. A.
Seoud, M. A.
Seow, C. S.
Serdyukov, A. I.
Serfling, Robert
Serinko, Regis J.
Sertel, Murat R.
Servatius, Brigitte
Servatius, Herman
Sessa, Salvatore
Seth, Daniel L.
Sevcik, Kenneth C.
Sexton, Harlan
Seyffarth, Karen
Seymour, Paul D.
Sha, Ji Chang
Shader, Bryan L.
Shah, Swarupchand M.
Shahidi, Freydoun
Shahrokhi, Farhad
Shaker, Richard J.
Shaki, Ahiezer S.
Shalaby, Nabil
Shalev, Aner
Shamir, Adi
Shamir, Eliahu
Shamir, Ron
Shamula, Marc
Shank, Herbert S.
Shanks, Daniel
Shannon, Anthony G.
Shao, Qi Man
Shapiro, Henry D.
Shapiro, Jacob
Shapiro, Joel H.
Sharir, Micha
Sharma, Vickram
Sharp, Henry, Jr.
Shasha, Dennis E.
Shastri, Aditya
Shatalov, Victor E.
Shavit, A.
Shavit, Nir
Shawe-Taylor, John
Shearer, James B.
Sheehan, John
Sheil-Small, Terence Brian
Sheingorn, Mark
Shekhtman, Boris
Shen, Hao
Shen, Hong-2
Shen, Xie Chang
Shenker, Scott
Shephard, Geoffrey C.
Shepp, Lawrence A.
Sherk, F. Arthur
Sherman, N.
Sherman, Seymour
Shermer, Thomas C.
Sherwani, Naveed A.
Shi, Rong Hua-1
Shi, Sheng G.
Shi, Xian Liang
Shier, Douglas R.
Shih, Hui Jan
Shiloach, Yossi
Shiloh, Amnon
Shimizu, T.
Shimshoni, M.
Shimura, Goro
Shinar, Josef
Shing, Man-Tak
Shirokov, Nikolai A.
Shitovitz, Benyamin
Shiu, Peter
Shiue, Peter Jau-Shyong
Shlapentokh, Alexandra
Shmoys, David B.
Shor, Peter W.
Shorack, Galen R.
Shore, Richard A.
Shore, Samuel D.
Shostak, Robert E.
Shpektorov, Sergey V.
Shreve, Warren E.
Shrikhande, Mohan S.
Shrikhande, S. S.
Shult, Ernest E.
Shur, Walter
Shure, B. N.
Si-Kaddour, Hamza
Sibert, W. L.
Sichler, Jiri
Siders, Ryan Chauncey
Sidorenko, Alexander F.
Siegert, Arnold J. F.
Sierpinski, Waclaw
Sifrony, Shmuel
Silberger, Donald M.
Silva, Anne
Silverman, Joseph H.
Silverman, Richard A.
Silverman, Robert D.
Simic, Slobodan K.
Simmons, Gustavus J.
Simmons, William
Simms, John C.
Simon, Burton
Simon, Istvan
Simon, J.
Simon, Janos
Simon, Petr
Simoncini, Luca
Simonelli, Italo
Simonson, Shai
Simonyi, E.
Simonyi, Gabor
Simpson, James E.
Simpson, R. Jamie
Simpson, Stephen G.
Sims, Julie A.
Sinajova, Edita
Sinclair, Alistair
Singer, Michael F.
Singh, Daljit
Singh, K. K.
Singh, Kesar
Singh, Kuldip-1
Singh, Vikramaditya-1
Singleton, Robert R.
Sinka, Zs.
Sinor, Dale
Sion, Maurice
Sirisaengtaksin, Ongard
Siskakis, Aristomenis
Sita Ramaiah, V.
Sitaramachandra Rao, Rudrabhatla
Siva Rama Prasad, Vangala
Sivakumaran, V.
Siwek, Edward
Skinner, Chris M.
Skolem, Thoralf Albert
Skordev, Gencho S.
Skoviera, Martin
Skrien, Dale
Skula, Ladislav
Skwarczynski, Maciej
Slae, Menahem
Slater, Morton L.
Slater, Peter J.
Slepian, David
Sloan, Alan D.
Sloane, Neil James Alexander
Slotnick, D. L.
Slud, Eric V.
Smimogaki, Tetsuya
Smimshoni, Michael
Smital, Jaroslav
Smith, C. R.
Smith, Cedric A. B.
Smith, Claudia
Smith, Edgar C., Jr.
Smith, Frank A.
Smith, Hal L.
Smith, Jeffrey W.
Smith, John Howard
Smith, Kenneth W.
Smith, Philip W.
Smith, Robert Arnold
Smith, Roger R.
Smith, Simon J.
Smith, Temple F.
Smith, Warren D.
Smith, Wayne Stewart
Smith, William Boyce
Smithies, F.
Smuga-Otto, M. J.
Smyth, William F.
Snevily, Hunter S.
Snir, Marc
Snoeyink, Jack
Snyder, D. A.
Snyder, Lawrence
Sobel, Milton
Soicher, Leonard H.
Sokolowsky, D.
Sole, Patrick
Solomon, Gustave
Solomon, Ron
Solot, Ph.
Solovay, Robert M.
Soltan, Valeriu P.
Somani, Arun K.
Somer, Lawrence
Sommer, Manfred
Somorjai, Gabor
Soner, Halil Mete
Song, Guo Dong
Song, Hong Y.
Song, Seok-Zun
Sorensen, Bo Aagaard
Sorenson, Jonathan Paul
Sorger, Hartwig
Soto-Andrade, Jorge
Sotteau, Dominique
Soukup, Lajos
Souvaine, Diane
Sovegjarto, A.
Sparer, Gerson H.
Speed, Terence P.
Speer, Eugene R.
Spencer, Thomas H.
Spilker, Jurgen
Spillinger, Ilan
Spinas, Otmar
Spinrad, Jeremy P.
Spissich, L.
Spitz, Eli
Spitzer, Frank
Sprague, Alan P.
Spresser, Diane M.
Springer, Tonny Albert
Springsteel, Frederick N.
Sprinkle, H. D.
Spurgeon, Sarah K.
Spyratos, M.
Squire, Matthew B.
Squires, William A.
Sreedharan, V. P.
Srinivas, Kotyada
Srinivasan, Aravind
Srinivasan, N.
Srinivasan, Seshadri
Srinivasiengar, C. N.
Srivastava, H. M.
Srivastava, Hari M.
Srivastava, Shashi Mohan
Srour, Gabriel
Stacey, Alan
Stacey, K. C.
Stacho, Laszlo L.
Stahl, Herbert
Stahl, Jurgen
Standish, Charles
Stanford, Miriam
Stangler, S. S.
Stanley, Lee J.
Stanley, Richard P.
Stanojevic, Caslav V.
Stanton, Ralph G.
Stapper, Charles H.
Starbird, Michael P.
Stares, Ian S.
Stark, Wayne E.
Statman, Richard
Stavi, Jonathan
Stavrakas, Nick M.
Stechkin, B. S.
Stechkin, Sergei Borisovic
Stechmuller, T.
Steel, Michael Anthony
Steele, J. Michael
Steffens, Karsten
Stege, Kurt
Steiger, William L.
Steiglitz, Kenneth
Stein, Elias M.
Stein, Myron L.
Stein, Paul R.
Stein, Philip
Steinebach, Josef
Steiner, George
Steinhaus, Hugo
Steinhorn, Charles I.
Steinig, John
Stemmler, Rosemarie M.
Stenger, Frank
Stephenson, Kenneth
Steprans, Juris
Sterboul, Francois
Sterling, G.
Sterling, Leon S.
Stern, Jacques
Stern, Nicholas
Sternberg, Shlomo
Sternfeld, Robert
Sternin, Boris Yu.
Sternin, Chayim
Stewart, B. M.
Stewart, G. W.
Stewart, Lorna K.
Stewart, M. James
Stewart, Neil Frederick
Stiebitz, Michael
Stockler, Joachim
Stockmeyer, Larry J.
Stockmeyer, Paul K.
Stohr, Alfred
Stojakovic, Mirko D.
Stolarsky, Kenneth B.
Stone, M. H.
Stone, Michael G.
Storer, Thomas
Stout, Quentin
Stoy, Joseph E.
Straffin, Phillip D., Jr.
Strassen, Volker
Strauss, Dona
Strauss, Hans
Stray, Arne
Strayer, Heidi J.
Strecker, George E.
Stringer, John
Stroeker, Roelof Jacobus
Strommer, Thomas O.
Stromquist, Walter
Strothers, W. Wilson
Struppeck, Thomas
Stueckle, Samuel
Sturmfels, Bernd
Sturtevant, Dean G.
Stutz, C.
Stux, Ivan E.
Styan, George P. H.
Su, Lo Yung
Su, Stephen Y. H.
Subrahmanya Sastri, V. V.
Subramanian, P. S.
Suchower, Stephan J.
Sudakov, Benny
Sudan, Madhu
Sudbery, Anthony
Sudderth, William D.
Suel, Torsten
Suffel, Charles L.
Suffridge, Ted J.
Sugunamma, M.
Sukthankar, Neela S.
Sulanke, Rolf
Sulyok, Miklos
Sumner, David P.
Sun, Qi
Sun, Shi Xin
Sun, Zhi Wei
Sundberg, Carl
Sunderam, V. S.
Suranyi, Laszlo
Suri, Subhash
Suryanarayana, D.
Sussman, Dana Ellen
Sutner, Klaus
Suzuki, Hiroshi
Svarc, Rudolf
Sverak, Vladimir
Swanson, Laif
Swartz, Blair K.
Sweedyk, Z.
Swetits, John J.
Swift, J. Dean
Swinnerton-Dyer, H. Peter F.
Sykora, Ondrej
Syrotiuk, Violet R.
Syslo, Maciej M.
Szabadvary, L.
Szabo, Csaba
Szabo, Janos
Szabo, Laszlo
Szabo, Sandor
Szabo, Tamas
Szabo, Tamas Zoltan
Szabo, Tibor
Szabo, V. E. S.
Szalkai, Istvan
Szasz, Ferenc Andor
Szasz, Otto
Szczerba, Leslaw W.
Szekely, Gabor J.
Szekeres, Esther
Szendrei, Agnes
Szentagothai, Janos
Szentmartony, Tibor
Szentmiklossy, Zoltan
Szep, Jeno
Szeptycki, Pawel
Szigeti, Ferenc
Szigeti, Jeno
Szigeti, Zoltan
Szilard, Andrew
Szilvay, Gezane
Szmielew, Wanda
Szonyi, Tamas
Szpankowski, Wojciech
Szucs, Jozsef
Szymanski, Andrzej
Tachibana, Shun-ichi
Tahir, Muzahim Bani
Taibleson, Mitchell H.
Taillie, Charles
Takacs, Lajos
Takacsi-Nagy, Pal
Takeuti, Gaisi
Talamo, Maurizio
Tall, Franklin D.
Talysheva, L. A.
Tamaki, Jeanne K.
Tamari, Dov
Tamarkin, J. D.
Tamir, Arie
Tan, S. K.
Tanaka, Hiroshi
Tandori, Karoly
Tang, Betty
Tang, Donald T.
Tannenbaum, Peter
Tanner, Jonathan W.
Tannor, David
Tao, J.
Tapia, Richard A.
Tardos, Eva
Tardos, Gabor
Tarjan, Robert E.
Tarnai, Tibor
Tarsi, Michael
Tartaglia, Maria
Tarwater, J. Dalton
Tassa, Uzi
Taubenfeld, Gadi
Taussky, Olga
Taylor, Angela C.
Taylor, B. Alan
Taylor, Charles C.
Taylor, Donald E.
Taylor, Gerald D.
Taylor, Howard M.
Tazawa, Shinsei
Tchuente, Maurice
te Riele, Herman J. J.
Teague, David N.
Tegmark, Max
Teh, Hoon Heng
Teicher, Henry
Teirlinck, Luc
Tel, Gerard
Telgarsky, Rastislav
Temes, Gabor C.
Temesvari, Agota H.
Tenenbaum, Morris
Teng, Shang-Hua
Teo, Kee-Leong
Terras, Audrey Anne
Terras, Riho
Terwillinger, Paul
Tettamanti, Karoly
Tevy, Ionel
Thas, Joseph Adolphe
Thiele, Torsten
Thoelecke, P. A.
Thoma, Lubos
Thomas, Barbara V. Smith
Thomas, Doreen Anne
Thomas, Robin
Thomas, Simon
Thomason, Andrew G.
Thompson, C. L.
Thompson, Colin J.
Thompson, G. Gerald
Thomson, Brian S.
Thron, Wolfgang Joseph
Thu, T. D.
Tiago de Oliveira, Jose
Tian, Song Lin
Tiba, Dan
Tichy, Robert Franz
Tihonov, Andrei Nikolaevic
Tijssen, Gert A.
Tillson, Timothy W.
Timoney, Rochard M.
Tindell, Ralph
Tiser, Jaroslav
Titus, Charles J.
Tiwari, Prasoon
Tkac, Michal
Todd, John
Todorcevic, Stevo B.
Toft, Bjarne
Tokushige, Norihide
Tolhuizen, Ludo M. G. M.
Tollis, Ioannis G.
Tolman, L. Kirk
Tomczak-Jaegermann, Nicole
Tomescu, Ioan
Tomic, Miodrag
Tomkinson, M. J.
Tonascia, J.
Tonchev, Vladimir D.
Tong, Po
Top, Jaap
Toppila, Sakari
Torner, Gunter
Torocsik, Jeno
Torok, Eva
Torok, Sandor
Tosic, Ratko
Toth, Geza
Toussaint, Godfried T.
Tovarek, Leos
Tovey, Craig A.
Townsend, Douglas W.
Tran Ngoc Danh
Tran Trong Hue
Trapp, George E.
Trauth, Charles A., Jr.
Trautner, Rolf
Travis, S.
Trembinska, Antoinette M.
Trevisan, Vilmar
Treybig, L. Bruce
Tricot, Claude, Jr.
Triesch, Eberhard
Trinajstic, Nenad
Tromp, John T.
Tropak, Bogdan
Trosborg, Peter J.
Trotter, Leslie E., Jr.
Troy, Daniel J.
Truss, John K.
Truszczynski, Miroslaw
Truzzi, Marcello
Tsao, Ling Chi
Tsaranov, Sergei V.
Tsintsifas, George A.
Tsouros, Constantine
Tucker, Alan C.
Tucker, Albert William
Tucker, Bessie
Tucker, Susan
Tuckerman, Bryant
Tukey, John W.
Tulai, N. A.
Tuler, Randy
Tull, Jack P.
Tuma, Jiri
Tuma, Miroslav
Turan, Gyorgy
Turgeon, Jean M.
Turjanyi, S.
Turn, Rein
Turner, Craig M.
Turull, Alexandre
Turzik, Daniel
Tuschak, Robert
Tusnady, Gabor
Tuuri, Heikki
Tverberg, Helge
Tzanakis, Nikos
Tzimbalario, Jean
Ueberla, Joerg
Uher, Jaromir
Uhlenbeck, George E.
Uhrin, Bela
Ulanovskii, Alexander M.
Uljanov, Petr Lavrentevic
Ullman, Daniel
Ullman, Jeffrey D.
Ullman, Joseph L.
Ullrich, Milan
Underhill, B.
Upfal, Eli
Upmeier, Harald
Urban, Janos
Urbanski, Mariusz
Urrutia, Jorge
Usdin, Eugene
Ustimenko, Vasiliy A.
Vaananen, Jouko A.
Vaccaro, Ugo
Vaessens, R. J. M.
Vagi, Stephen
Vago, Zsuzsanna
Vaidya, A. M.
Vaillancourt, Remi
Vainio, Reino
Vakalis, Ignatios
Valentine, Frederick A.
van Aardenne-Ehrenfest, T.
van Albada, Pieter Jacob
Van Assche, Walter
van Dal, Rene
van Dantzig, David
van de Lune, Jan
van den Dries, Lou
van den Heuvel, Jan
van der Blij, Frederik
van der Corput, Johannes Gualtherus
van der Geer, Gerard
van der Holst, Hein
van der Meiden, W.
Van der Poorten, Alfred J.
van der Veen, Jack A. A.
van Douwen, Eric K.
van Ebbenhorst Tengbergen, Ca.
van Engelen, Fons
van Eupen, Martin
van Laarhoven, Peter J. M.
van Leeuwen, Jan
van Mill, Jan
van Moerbeke, Peirre
van Oorschot, Paul C.
Van Rees, G. H. John
van Rossum-Wijsmuller, Marijke
van Tilborg, Henk C. A.
van Wee, Gerardus Johannes Maria
Vanden Eynden, Charles L.
VanderJagt, Donald W.
Vandiver, Harry Schultz
Vanstone, Scott A.
Varadarajan, M.
Varadhan, R. S. Srinivasa
Vardi, Yehuda
Varga, Otto
Varga, Richard S.
Varga, Tamas
Varlet, Jules C.
Varnai, Ferenc
Varopoulos, Nicholas Th.
Vaughan, Jerry E.
Vaught, Robert L.
Vazirani, Umesh V.
Vedder, Klaus
Vegso, J.
Veinott, Arthur F., Jr.
Veldman, Henk Jan
Velickovic, Boban
Veni Madhavan, C. E.
Venkatachaliengar, K.
Venkatesh, Santosh S.
Venkateswaran, S.
Ventre, Aldo G. S.
Vergne, Michele
Verma, Ghasi Ram
Vermeer, J.
Vermes, Pal
Vertigan, Dirk L.
Vestergaard, Preben Dahl
Victor, Jonathan D.
Vidyasagar, Mathukumalli
Vijayakumar, Gurusamy Rangasamy
Vijayan, Gopalakrishnan
Vijayan, K. S.
Vijayaraghavan, Tirukannapuram
Vilimovsky, Jiri
Vince, Andrew J.
Vincze, Endre
Vinogradov, A. I.
Virag, Tibor
Vishkin, Uzi
Vishwa, Chander Dumir
Vishwanathan, Sundar
Vitek, Yehoshua
Vivaldi, Franco M.
Vohra, Rakesh V.
Voigt, Bernd
Voigt, Margit
Volkov, Michael V.
Volkov, V. E.
Volovich, I. V.
von Golitschek, Manfred
