ABBOTT, HARVEY L.
Matthews, Gordon
Matthews, Rex W.
Mattila, Pertti
Matyas, Ferenc
Mauldin, Nancy S.
Maurer, Stephen B.
Mavron, Vassili C.
Maxfield John E.
Maxian, Milan
Maxones, Walter
Maxson, Carlton J.
Maybee, John S.
Mazhar, Syed Mohammad
Mazo, James E.
Mazur, Barry C.
Mazur, P.
Mazur, Stanislaw
Mazzocca, Francesco
McAndrew, M. H.
McAsey, Michael J.
McAvaney, Kevin Lawrence
McCabe, Bernard J.
McCallum, Duncan
McCallum, Michael
McCarthy, David
McClanahan, Gregory A.
McColgan, Tamara Lynn
McCormick, S. Thomas
McCormick, William P.
McCuaig, William D.
McCurley, Kevin S.
McCutcheon, Randall
McDiarmid, Colin J. H.
McDonald, David R.
McFarland, Robert L.
McGee, I. J.
McGehee, O. Carruth
McGuaig, William D.
McGuinness, Sean
McGuire, Gary
McIntosh, Richard J.
McKay, John K. S.
McKay, Mark
McKean, Henry P., Jr.
McKee, Terry A.
McKenzie, Ralph Nelson
McKeon, Kathleen A.
McKernie, M. Jean
McKiernan, Michel A.
McKinsey, J. C. C.
McLaughlin, James R.
McLaughlin, Renate
McMillan, John E.
McMorris, Fred R.
McMullen, Peter
McNaughton, Robert
McNulty, George F.
McRae, Alice A.
McShane, Edward James
McSorley, John
McVoy, W. S.
Mead, David G.
Meadows, Catherine
Meckler, Alan, H.
Meda, A.
Medgyessy, Pal
Meerdink, Terry
Megalakaki, O.
Megiddo, Nimrod
Mehr, C. B.
Mehri, Bahman
Meijer, Hendrik Gerrit
Meinardus, Gunter
Meisters, Gary Hosler
Mejlbro, Leif
Mekler, Alan H.
Mellendorf, Stephen
Melles, Garvin
Mello, Celia P.
Melnikov, Leonid S.
Melter, Robert A.
Melton, Austin C.
Melton, Jim
Mendelsohn, Eric
Mendelsohn, Nathan S.
Mendelsom, Bilha
Mendes France, Michel
Mengersen, Ingrid
Menser, D. K.
Menzer, Hartmut
Mercier, Armel
Merlini, Donatella
Merriell, David
Merz, Sarah K.
Meshulam, Roy
Mesner, Dale M.
Metropolis, Nicholas
Metsch, Klaus
Meulenbeld, Barend
Meurman, Tom
Meyer auf der Heide, Friedhelm
Meyer, Albert R.
Meyer, Jacques Rene
Meyerowitz, Aaron D.
Meyers, Eves
Meyrowitsch, Jan
Mezey, Paul G.
Mhaskar, H. N.
Mian, Majid A.
Micchelli, Charles A.
Michael, Ernest A.
Mientka, Walter E.
Mignotte, Maurice
Mihail, Milena
Mijajlovic, Zarko
Miklos, Dezso
Miksa, Francis L.
Mikusinski, Jan G.
Milazzo, Lorenzo
Milgram, Arthur N.
Milici, Salvatore
Miller, Arnold W.
Miller, Arthur H.
Miller, Donald J.
Miller, Gary Lee
Miller, Guthrie
Miller, Harry I.
Miller, Jeffery C. P.
Miller, Kenneth S.
Miller, Michael D.
Miller, Mirka
Miller, Nathaly
Miller, R. E.
Miller, Victor S.
Miller, Willard, Jr.
Miller, Zevi
Mills, Charles F.
Mills, Terence M.
Mills, William H.
Milman, Vitali D.
Milnes, Paul
Milovanovic, Gradimir V.
Miltersen, Peter Bro
Mimura, Y.
Mincer, Bohdan
Minkin, Arcady M.
Mioduszewski, Jerzy
Mirumyan, A. N.
Mishna, Marni
Misiurewicz, Michal
Mitchell, John William
Mitchell, William John
Mitchem, John
Mitra, S. C.
Mityagin, Boris
Mitzner, K. M.
Miyamoto, I.
Mizel, Victor J.
Mo, De Ze
Mo, Zhuguo
Mochizuki, Horace Y.
Modi, J. J.
Moffat, Alistair
Mogyorodi, Jozsef
Mohanty, Shreedhara Prasada
Mohanty, Sri Gopal
Mohapatra, Ram Narayan
Mohar, Bojan
Mohit, Satya
Moisiadis, Alexandros
Mokken, Robert J.
Moll, Christoph
Mollard, Michel
Molloy, Michael Sean O'Brien
Molnar, Jozsef
Molnar, Sandor
Monagan, M. B.
Mond, Bertram
Monderer, Dov
Monjardet, Bernard
Monk, J. Donald
Monma, Clyde L.
Monroe, Ted R.
Monson, Sylvia D.
Monteferrante, Sandra
Montgomery, Hugh L.
Monticino, Michael G.
Moore, James W.
Moore, John I., Jr.
Moore, Judy Hennessey
Moore, Robert Laurens
Moore, W. K.
Moorhouse, G. Eric
Mor, Moshe
Morain, Francois
Moran, Gadi
Moran, William
Mordell, Lewis Joel
Moree, Pieter
Moreno, Carlos Julio
Moret, Bernard M. E.
Morgan, Frank
Morgana, Aurora
Mori, Kenichi-2
Moricz, Ferenc
Morley, Thomas D.
Moroz, Baruch ben Zelik
Morris, Kerwin W.
Morris, Sidney A.
Morrish, A.
Morrison, John Alexander
Morrison, Michael A.
Morselt, B. J. M.
Morsi, Nehad N.
Morters, Peter
Mosegaard, Klaus
Moser, William O. J.
Mosse, Brigitte
Mossinghoff, Michael J.
Mostert, Paul S.
Mostowski, Andrzej
Moszner, Zenon
Motohashi, Yoichi
Motwani, Rajeev
Motzkin, Theodore S.
Mount, David M.
Mourant, Wanda J.
Movahhedi, A.
Mowshowitz, Abbe
Moyls, Benjamin
Mrugala, Ryszard
Mucci, R.
Muder, Douglas J.
Mueller, Thomas
Mukerjee, Rahul
Mukhopadhyay, Nitis
Mukhopadhyay, Parimal
Mulder, Henry Martyn
Mulholland, H. P.
Mullen, Gary L.
Muller, David E.
Muller, Haiko
Muller, Jurgen-3
Muller, Vladimir
Mullhaupt, Andrew P.
Mullineux, N.
Mumey, Brendan
Mumford, David
Munro, J. Ian
Munton, Dan
Munzova-Demlova, Marie
Murata, Kentaro
Murata, Leo
Muraz, Gilbert
Murdeshwar, Mangesh G.
Murdock, W. L.
Murnaghan, Francis D.
Murphy, Owen J.
Murray, Alan
Murthy, Narayan S.
Murty, U. S. R.
Mushenheim, H. G.
Mushkin, M.
Mutt
Mycielski, Jan
Myers, W. L.
Mynhardt, Christina M.
Myrvold, Wendy J.
Mysak, Lawrence
Nadon, Jacqueline
Nagasawa, Masao
Nagy, Zsigmond
Naik, Ranjan N.
Naiman, Daniel Q.
Nair, Mohan
Nair, Vijayan N.
Nakada, Hitoshi
Nakamura, Masahiro
Nakamura, Yutaka
Nakashima, Junichiro
Namioka, Isaac
Naor, Moni
Nara, Chie
Narasimhan, L. S.
Narayan, Prakash
Narcowich, Francis J.
Narkiewicz, Wladyslaw
Narlikar, M. J.
Nash, David
Nash, John C. M.
Nash-Williams, Crispin St. John Alvah
Nastansky, Ludwig
Nath, G. Baikunth
Nath, Prem
Nation, James B.
Navarro-Bermudez, Francisco J.
Nazir, Abdur Rahman
Neaderhouser, Carla C.
Nebesky, Ladislav
Negatu, Aregahegn
Negrepontis, Stelios
Nehari, Zeev
Neidleman, L. D.
Nel, Louis D.
Nelson, Evelyn
Nelson, R.
Nemeth, Evi
Nemeth, Geza
Nemeti, Istvan
Nemetz, Tibor O. H.
Nersesyan, A. B.
Nesetrilova, Helena
Nesterenko, Yuri V.
Netanyahu, Nathan S.
Neubrunn, Tibor
Neubrunova, A.
Neufeld, Eric M.
Neufeld, Eugene
Neumann Lara, Victor
Neumann, Bernhard Hermann
Neumann, Michael
Neumann, Peter M.
Neuwirth, Jerome H.
Nevai, Paul G.
Nevzorov, Valery B.
Newberry, R. S.
Newborn, Monroe M.
Newman, Ilan
Newman, Mark J.
Newman, Michael F.
Newman, Morris
Ng, C. P.
Ng, Che That
Ng, Meei Pyng
Nguyen Huy Xuong
Nguyen Minh Tuan
Nguyen Van Ngoc
Nguyen Van Su
Nguyen Xuan Ky
Ni, Jin
Nicol, Charles A.
Nicolau, Edmond
Nicolescu, Miron
Niedermeyer, Frank
Niederreiter, Harald
Nielsen, Ove Steen
Nieminen, Juhani
Niepel, L'udovit
Nikolakos, P. N.
Nikolopoulos, Stavros D.
Nilsson, Per
Nisan, Noam
Nishiura, Togo
Nisida, Tosio
Nitecki, Zbigniew H.
Nitzan, Abraham
Noetzel, Andrew S.
Nogueira, Arnaldo C. R.
Nolte, William D., Jr.
Nomura, Kazumasa
Nonay, Gillian M.
Nordhaus, Edward Alfred
Norman, Robert Z.
Norris, Michael J.
Norton, Simon P.
Nouh, Jamal
Novotny, Karen S.
Nowakowski, Richard J.
Nowicki, Krzysztof
Nuij, Willem
Null, Gilbert
Nulton, James D.
Nummelin, Esa
Nurmela, Kari J.
Nussinov, Ruth
Nyikos, Peter J.
O'Brien, Gordon E.
O'Cinneide, Colm Art
O'Connor, Angela
O'Leary, Robbin
O'Neil, Elizabeth J.
O'Neil, Peter V.
O'Neill, Barrett
O'Rourke, Joseph
Obrenic, Bojana
Obretenov, Apostol
Odoni, R. W. K.
Oehmke, Robert H.
Oeser, Oscar A.
Offer, T.
Ogden, R. D.
Ojha, Aparajila
Okada, Koji
Olaru, Elefterie
Olesky, D. Dale
Oliver, Dale R.
Olson, John E.
Omura, Jim K.
Ondrechen, Mary Jo
Onishi, Hironori
Onn, Shmuel
Ono, Ken
Onyszchuk, I. M.
Oppenheim, Rosa
Oral, Haluk
Ord, J. Keith
Orey, Steven
Orlitsky, Alon
Ornstein, Donald Samuel
Orr, Kent E.
Osborn, J. M.
Osgood, Charles F.
Ostaszewski, Adam J.
Ostergard, Patric R. J.
Osterreicher, Ferdinand
Ostrand, Phillip A.
Ostrovsky, Rafail
Ostrowski, Alexander M.
Ota, Katsuhiro
Ott, Teunis J.
Ouellet, Michel
Ouyang, Liang Yuh
Owens, Margaret A.
Oxley, James G.
Ozarow, Lawrence H.
Ozery, Michal
P'an, Ch'iao Sung
Pachl, Jan K.
Pachter, Lior
Padmanabhan, A. R.
Padmanabhan, R.
Paganoni, Luigi
Paige, Lowell J.
Pal, Laszlo Gyorgy
Pal, Sudebkumar Prasant
Palacios, Jose Luis
Palagallo, Judith A.
Palasti, Ilona
Pales, Zsolt
Palko, M.
Pambuccian, Victor V.
Pan, Yi Fei
Pang, Myung-Yull
Paninski, R.
Pankratz, Alan
Paoli, Madeleine
Paolo, Sibani
Papaioannou, Alexis
Paper, Herbert H.
Pare, Robert
Pareek, Chandra Mohan
Paris, Jeffrey B.
Parker, R. Gary
Parker, Richard A.
Parkin, Thomas R.
Parkinson, Dennis
Parks, Dolores A.
Parks, Harold R.
Parnami, J. C.
Parnas, Michal
Parnes, Milton N.
Parr, William C.
Parry, William
Parsons, Lee
Parter, Seymour V.
Partington, Jonathan R.
Pasini, Antonio
Pasquini, Lionello
Passow, Eli
Pasta, John R.
Pasteka, Milan
Pastijn, Francis
Pasztor, C.
Pasztor, Endrene
Pasztor, Istvan
Patashnik, Oren
Patel, Pratiksha
Paterson, Michael S.
Pathak, Pramod
Pathria, Raj K.
Patil, Ganapati P.
Patruno, Gregg N.
Patt-Shamir, Boaz
Paturi, Ramamohan
Pauc, Christian Y.
Paul, Jerome L.
Paul, Wolfgang J.
Paulsen, Frank
Paulsen, William H.
Paun, Gheorghe
Payne, Stanley E.
Payne, Thomas H.
Paz, Azaria
Peachey, Judith B.
Pearcy, Carl M.
Pearson, John Frederick
Pecaric, Josip E.
Peck, G. W.
Pedersen, Jacob Morch
Pedersen, Jean J.
Pedersen, Paul
Peetre, Jaak
Peherstorfer, Franz
Pei, Ding Yi
Peile, Robert E.
Pein, J.
Peitgen, Heinz-Otto
Pelant, Jan
Peled, Irit
Peled, Uri N.
Peleg, David
Peligrad, Magda
Pelikan, Jozsef
Pelillo, Marcello
Pellegrini, Marco
Pellerin, Arthur
Pelletier, Donald H.
Pellikaan, Ruud
Peloso, Marco M.
Pemantle, Robin
Peng, Tsu Ann
Peng, Yee-Hock
Penny, David
Penrice, Stephen G.
Peralta, Rene
Pereira, Francisco
Perelli, Alberto
Perennes, Stephane
Peres, Yuval
Perez-Gonzalez, Fernando-2
Perfect, Hazel
Perkel, Manley
Perkins, Edwin A.
Perl, Yehoshua
Perles, Micha A.
Perlis, Robert
Perold, Andre F.
Peters, Joseph G.
Peters, Kenneth
Peters, Thomas J.
Petersdorf, M.
Petersen, Karl
Peterson, Brian
Peterson, Gordon E.
Petersson, Ola
Pethe, S. P.
Petho, Arpad
Petho, Attila
Petrank, Erez
Petro, John
Petrovic, Vojislav
Petrovitch, Michel
Petruska, Gyorgy
Petty, Clinton M.
Pfaff, John
Pfanzagl, Johann
Pfeifer, Dietmar
Phelps, Robert R.
Phillips, John W.
Phillips, Nicholas C. K.
Phillips, Ralph S.
Phillips, Steven John
Piazza, Barry
Pica, Giustina
Picco, Pierre
Pickel, P. Fred
Pickert, Gunter
Pieczenik, George
Pierce, Stephen J.
Pietsch, Christian
Piff, Mike J.
Pigno, Louis
Pila, Jonathan
Pilcher, Martha G.
Pillai, S. Sivasankaranarayana
Pillay, Anand
Pillone, D.
Pinchuk, Bernard
Pinner, Christopher G.
Pinter, Akos
Pinter, F.
Pintz, Janos
Piotrowski, Wiktor
Pippenger, Nicholas J.
Piret, Philippe
Pisanski, Tomaz
Pitman, James W.
Pitman, Jane
Pitt, Loren D.
Pittel, Boris
Pitts, Andrew M.
Pixley, Alden F.
Placzek, G.
Plaisted, David A.
Plantholt, Michael J.
Plassmann, Paul
Plaxton, C. Gregory
Pleasant, P. A. B.
Plesnik, Jan
Pless, Vera S.
Plochinski, Kenneth
Plotkin, Serge A.
Pluhar, Andras
Plummer, Michael D.
Pnueli, Amir
Poguntke, Werner
Poh, Roger K. S.
Polat, N.
Polat, Norbert
Polimeni, Albert D.
Poljak, Svatopluk
Pollak, Henry Otto
Pollara, Fabrizio
Pollingher, Adolf
Pollington, Andrew D.
Polya, George
Pommerenke, Christian
Poonen, Bjorn
Popken, J.
Poplove, A. L.
Popov, Vasil Atanasov
Porat, Sara
Porcelli, Pasquale
Poreda, Tadeusz
Porta, Horacio A.
Porter, Bruce J.
Porter, H. H.
Porter, R. Burr
Porter, T. D.
Porubsky, Stefan
Poschel, Reinhard
Posluszny, Jeffrey
Posner, David B.
Posner, Edward C.
Post, Karel Albertus
Postnikova, Ludmila P.
Pounder, James R.
Pour-El, Marian Boykan
Pouzet, Maurice
Powell, Barry J.
Powers, David L.
Pradhan, Dhiraj K.
Praeger, Cheryl E.
Pranesachar, C. R.
Prasad, D. Chithra
Prasad, Jagdish
Prasad, Vidhu S.
Prather, Carl L.
Pratt, Vaughan R.
Preece, D. A.
Preissmann, Myriam
Prekopa, Andras
Preparata, Franco P.
Prescott, Philip
Presley, Darryl
Prestel, Alexander
Prestin, Jurgen
Preston, Gordon B.
Prikry, Karel
Primak, Mordukh E.
Prins, Geert
Pritchard, A. D.
Pritikin, Dan
Proctor, Robert A.
Promel, Hans Jurgen
Proskurowski, Andrzej
Provan, J. Scott
Pruitt, William E.
Przymusinski, T. C.
Pudlak, Pavel
Pukanszky, Lajos
Pulleyblank, William R.
Pultr, Ales
Purcell, S.
Puri, Madan Lal
Purisch, Steve
Pursley, Michael B.
Purwanto
Putnam, Calvin R.
Putterman, Seth J.
Pym, John S.
Qi, Anmin
Qin, Jun
Quackenbush, Robert W.
Quak, Ewald
Queen, Larissa
Queffelec, Herve
Quimpo, N. F.
Quinn, Forrest
Quintana, Juan A.
Quintas, Louis V.
Quisquater, Jean-Jacques
Raab, David
Rabin, Michael O.
Rabinovich, Asya
Rabinovich, Yuri
Rabinovitch, Avinoam
Rabinovitch, Issie
Rabinowitz, Philip
Rabus, Mariusz
Rackoff, Charles W.
Racsko, P.
Radcliffe, Andrew J.
Radin, Charles
Radjavi, Heydar
Rado, Francisc
Radosavljevic, Zuran
Radziszowski, Stanislaw P.
Ragde, Prabhakar
Raghavachari, Balaji
Rahimi, M. A.
Rahman, Qazi Ibadur
Rahmy, E.
Rains, Michael
Rajagopal, Cadambathur Tiruvenkatacharlu
Rajagopalan, Minakshisundaram
Rajagopalan, Sridhar
Rajan, C. S.
Rajappan, K. P.
Rajarshi, M. B.
Rajput, Balram S.
Ralescu, Stefan S.
Rall, Douglas F.
Ramachandra Rao, A.
Ramakrishnan, Dinakar
Ramakrishnan, S.
Ramanathan, K. G.
Ramare, Olivier
Ramesh, Aparna
Ramesh, Hariharan
Ramharter, Gerhard
Ramm, Alexander G.
Rampon, Jean-Xavier
Ran, Andre C. M.
Randall, Dana J.
Randall, Jim
Randall, M.
Randels, W. C.
Randolph, William
Ranga Rao, R.
Ranjan, Desh
Rao Hebbare, Surya Prakash
Rao, Bopeng
Rao, Calyampudi Radhakrishna
Rao, J. N. K.
Rao, K. Murali
Rao, K. P. S. Bhaskara
Rao, M. Bhaskara
Rao, T. J.
Raphael, Louise A.
Raphael, Marc
Rappaport, David
Rappoport, Lihu
Rardin, Ronald L.
Rashidi, Reza
Rasmussen, David J.
Rasmussen, Steen
Raspaud, Andre
Rataj, Jan
Rathbone, C. R.
Ratschek, Helmut
Ratti, Jogindar S.
Ravani, Yuval
Ravid, Yiftach
Ravindra, G.
Rawlinson, Kim T.
Ray-Chaudhuri, Dijen K.
Rayburn, Marlon C.
Rayburn, Nell K.
Raymon, Louis
Raynaud, Michel
Razborov, Alexander Alexandrovich
Razen, Reinhard A.
Read, Ronald Cedric
Recski, Andras
Redei, Laszlo
Redheffer, Raymond M.
Reed, Bruce A.
Reed, George M.
Reeds, James A.
Rees, Rolf Stephen
Regan, F.
Regan, Kenneth W.
Regener, Eric
Reich, Edgar
Reichaw, Meir
Reichbach, Marian
Reichman, Jack Z.
Reid, James L.
Reid, K. Brooks
Reidpath, Daniel D.
Reiman, Istvan
Reiman, Martin I.
Reimann, Jozsef
Reimer, Dave
Reingold, Edward M.
Reinhardt, William N.
Reinhart, Georg Martin
Reinhold, Jurgen
Reischuk, Rudiger
Reiterman, Jan
Reitwiesner, George W.
Rejto, Lidia
Remmel, Jeffrey B.
Renous, Raphael
Renyi, Kato
Repicky, Miroslav
Reuter, Klaus
Revesz, Gabor
Revesz, Szilard Gyorgy
Rexford, Jennifer
Reyes, Gonzalo E.
Reyes, Miguel
Reynolds, Robert
Rezakhanlou, Fraydoun
Rhemtulla, Akbar H.
Rhoads, D.
Rhodes, John
Rice, Adrian C.
Rice, Stephen O.
Richardson, Moses
Richert, Hans-Egon
Richman, David Ross
Richter, R. Bruce
Richter, Stefan
Richter-Dyn, Nira
Rickard, John A.
Ricklin, Moty
Riddell, James
Ridley, James N.
Ridout, D.
Riecanova, Zdenka
Rieders, Eric
Riehl, Arthur M.
Riemenschneider, Sherman D.
Riesz, Frigyes
Rigby, John F.
Rinat, Ran
Rindler, Harald
Ringeisen, Richard D.
Ringel, Gerhard
Ringrose, C. J.
Rinne, Dan
Rinnooy Kan, Alexander H. G.
Rinott, Yosef
Riordan, John
Riordan, Oliver
Rippon, Philip J.
Rissanen, Jorma
Rival, Ivan
Rivat, Joel
Rivenburgh, Reid D.
Rivera-Campo, Eduardo
Rivera-Vega, Pedro I.
Rivest, Ronald L.
Rivlin, Theodore J.
Robalewska, Hanna D.
Robbins, Herbert
Robbins, John G.
Robert, Jean-Marc
Roberts, Fred S.
Roberts, George A.
Roberts, John A.
Roberts, Mark L.
Robertson, Jack
Robertson, John S.
Robertson, M. M.
Robertson, Malcolm S.
Robertson, S. E.
Robin, Guy
Robins, Sinai
Robinson, Abraham
Robinson, David Foster
Robinson, M. L.
Robinson, Peter J.
Robinson, Stephen M.
Robson, John Michael
Rochberg, Richard
Rockett, Andrew M.
Rockey, John
Rodeh, Michael
Rodemich, Eugene R.
Rodger, Chris A.
Rodin, Burton
Roditty, Yehuda
Rodman, Leiba
Rogers, Douglas G.
Rogers, Kenneth
Rogers, Thomas D.
Rogosinski, Werner W.
Rogoyski, Eric
Rohrbach, Hans
Roichman, Yuval
Roitman, Judith
Rokowska, Barbara
Rolewicz, Stefan
Romanik, Kathleen
Romberg, B. W.
Ron, Amos
Ronen, Amir
Ronyai, Lajos
Rooney, Joe
Roscoe, A. W.
Rose, Donald J.
Rosen, Adi
Rosen, David
Rosen, Eric
Rosen, Jay S.
Rosen, Michael I.
Rosen, Ronald H.
Rosenbaum, D. M.
Rosenbaum, Robert A.
Rosenbaum, Wilf L.
Rosenbaum, Zangwill
Rosenberg, Alex
Rosenberg, Arnold L.
Rosenberg, Burton
Rosenberg, Ivo G.
Rosenberg, Reinhardt M.
Rosenblatt, Joseph
Rosenblum, Marvin
Rosenfeld, Melvin
Rosenthal, Haskell P.
Rosenthal, John W.
Rosenthal, Robert W.
Rosier, Louis E.
Roslanowski, Andrzej
Rosolini, Giuseppe
Ross, Ian C.
Ross, Jeffrey A.
Ross, Kenneth A.
Rossi, John F.
Rosta, Vera
Rota, Gian-Carlo
Rote, Gunter
Roth, Klaus F.
Roth, Robert Lyle
Rothblum, Uriel G.
Rotkiewicz, Andrzej
Roush, Fred William
Rousseau, Celia K.
Rousseau, George
Rouvray, Dennis H.
Rovnyak, James
Rowe, K. A.
Rowley, Christopher Andrew
Rowley, Ray
Rowlinson, Peter
Roy, A. B.
Roy, Bimal K.
Roy, Marie-Francoise
Royle, Gordon F.
Rozema, Edward R.
Rubani, Yuval
Rubin, David S.
Rubin, Jean E.
Rubin, Matatyahu
Rubinstein, Ariel
Rubinstein, G. S.
Rubinstein, Joachim Hyam
Rubinstein, Reuven Y.
Rucinski, Andrzej
Rudich, Steven
Rudin, Walter
Rudnick, Karl
Rudolph, Daniel J.
Rudolph, Larry
Ruehr, Otto G.
Ruhkin, Andrew L.
Ruiz, Sergio
Rumely, Robert S.
Rumsey, Howard C. Jr.
Runcinski, A.
Runck, P. O.
Rung, Donald C.
Runge, Fritz
Ruppeiner, George
Ruscheweyh, Stephan
Rush, Jason A.
Russell, Alexander
Russell, David L.
Russell, Hilton C.
Ruszinko, Miklos
Ruymgaart, Frits H.
Ryan, Joe
Ryff, John V.
Ryjacek, Zdenek
Ryll-Nardzewski, Czeslaw
Ryser, Herbert John
Ryskov, Sergej S.
Ryslinkova, Jana
Saager, Carsten
Saari, Donald G.
Saaty, Thomas L.
Saba, Farrokh
Sabidussi, Gert
Sack, Jorg-Rudiger
Sacksteder, Richard
Sadeh, Eitan
Sadowsky, John S.
Saff, Edward B.
Safra, Shmuel
Sag, Tom W.
Sagan, Bruce Eli
Sagan, Hans
Sageev, Gershon
Sahab, Salem
Sahney, Badri N.
Sahoo, Prasanna K.
Saido, Hajime
Saito, Akira
Saito, Nobuji
Sakai, Makoto
Sakai, Ryozi
Sakarovitch, Michel
Sakovic, G. N.
Salas-LaCruz, J. D.
Salehi, Jawad A.
Salem, Raphael
Salinas, Luis C.
Salinas, Norberto
Salinier, Alain
Sallay, Melanie
Sallows, Lee C. F.
Salminen, Paavo
Salomaa, Arto K.
Salowe, Jeffrey S.
Salzborn, Franz J. M.
Samad, Tariq
Samorodnitsky, Alex
Samuels, P.
Sanchis, Laura A.
Sanders, Benny
Sanders, Daniel P.
Sanders, J. W.
Sandor, Jozsef
Sands, Bill
Sane, Sharad S.
Sankaranarayanan, Ayyadurai
Sankoff, David
Santha, Miklos
Santharoubane, L. J.
Santoro, Nicola
Sanyal, Barun K.
Sanyal, Sugata
Saphar, Pierre David
Sapir, Mark V.
Sapozhenko, Alexander A.
Sarabia Alegria, Jose Maria
Saradha, Natarajan
Saran, Jagdish
Sarbadhikari, H.
Sarkadi, Karoly
Sarnak, Peter
Sarsfield, Richard
Sarvate, Dinesh G.
Sarwate, Dilip V.
Sasson, Ori
Sastry, Sreerama
Sathre, Leroy
Sato, Daihachiro
Satyanarayana, Appajosyula
Savage, Carla D.
Savage, John E.
Savicky, Petr
Saxena, Anjula
Saxena, Prashant
Saxena, R. B.
Saxl, Jan
Sayano, Masahiro
Saylor, D. P.
Saylor, Paul E.
Sbihi, Najiba
Scarborough, C. T.
Scarf, Herbert E.
Scedrov, Andrej
Schacher, Murray M.
Schaefer, Thomas J.
Schaeffer, A. C.
Schaffer, Alejandro A.
Schatz, J. A.
Schauble, Manfred
Scheepers, Marion
Scheick, John T.
Schein, Boris M.
Scheinerman, Edward R.
Schellenberg, Paul J.
Scherk, John
Schermann, Klara
Schevon, Catherine A.
Schieber, Baruch
Schiemann, Alexander
Schiermeyer, Ingo
Schiffer, Menahem M.
Schilling, O. F. G.
Schillo, Paul
Schipperus, Rene
Schlee, Glen A.
Schlesinger, Ernest C.
Schleusner, John W.
Schlickewei, Hans Peter
Schlitt, Greg M.
Schmeichel, Edward F.
Schmeisser, Gerhard
Schmerl, James H.
Schmetterer, Leopold
Schmidt, Darrell
Schmidt, E. Tamas
Schmidt, Jurgen
Schmidt, Rudiger
Schmidt, Wolfgang M.
Schmitt, William R.
Schneeberger, William A.
Schneider, B.
Schneider, Hans
Schneider, Rolf
Schnell, Edit
Schnitger, Georg
Schnorr, Claus-Peter
Schnyder, Walter Albert
Schoen, Tamasz
Schoenberg, Isaac Jacob
Schoenfeld, Lowell
Schofield, Norman J.
Schoissengeier, Johannes
Schon, J. Christian
Schonhage, Arnold
Schopf, Peter
Schouten, J. A.
Schrader, Rainer
Schrag, Gerald C.
Schrandt, R. G.
Schreier, J.
Schrijver, Alexander
Schroeppel, Richard
Schughart, Martin
Schulman, Lawrence S.
Schultz, Kelly
Schultz, Michelle
Schultz, Phillip
Schumaker, Larry L.
Schumitzky, Alan
Schur, Issai
Schuss, Zeev
Schwab, Emil Daniel
Schwabe, Eric J.
Schwabhauser, Wolfram
Schwaiger, Jens
Schwander, Peter
Schwartz, D. E.
Schwartz, Jacob T.
Schwarz, Binyamin
Schwarz, Wolfgang Karl
Schwarzkopf, Otfried
Schweiger, Fritz
Schweigert, Dietmar
Scoppola, Carlo M.
Scott, Alexander D.
Scott, Dana S.
Scott, Debra Diny
Scott, R. L.
Scott, S. H.
Scott, Terrence R.
Scott, W. R.
Scoville, Richard
Scully, Daniel J.
Seah, Eric S.
Seberry, Jennifer R.
Sediva-Trnkova, Vera
Sedlmeyer, Robert L.
Segal, E.
Segre, Beniamino
Seidel, Johan Jacob
Seidel, Raimund
Seif, Steven
Seifter, Norbert
Seitz, Gary M.
Selberg, Atle
Selvaraj, Chikkanna R.
Sember, John J.
Semmes, Stephen W.
Semmler, Klaus-Dieter
Sen, Malay Kumar
Sendov, Blagovest
Seneta, Eugene
Senge, Hans G.
Senior, Thomas B. A.
Seoud, M. A.
Seow, C. S.
Serdyukov, A. I.
Serfling, Robert
Serinko, Regis J.
Sertel, Murat R.
Servatius, Brigitte
Servatius, Herman
Sessa, Salvatore
Seth, Daniel L.
Sevastianov, Sergey V.
Sevcik, Kenneth C.
Sexton, Harlan
Seyffarth, Karen
Seymour, Paul D.
Sgall, Jiri
Sha, Ji Chang
Shader, Bryan L.
Shah, Kirti R.
Shah, Swarupchand M.
Shahidi, Freydoun
Shahrokhi, Farhad
Shaker, Richard J.
Shaki, Ahiezer S.
Shalaby, Nabil
Shalev, Aner
Shamir, Adi
Shamir, Eliahu
Shamir, Ron
Shamula, Marc
Shank, Herbert S.
Shanks, Daniel
Shannon, Anthony G.
Shao, Qi Man
Shapiro, Daniel B.
Shapiro, Henry D.
Shapiro, Jacob
Shapiro, Joel H.
Sharir, Micha
Sharma, Vickram
Sharp, Henry, Jr.
Shasha, Dennis E.
Shastri, Aditya
Shatalov, Victor E.
Shavit, A.
Shavit, Nir
Shawe-Taylor, John
Shearer, James B.
Sheehan, John
Sheil-Small, Terence Brian
Sheingorn, Mark
Shekhtman, Boris
Shen, Hao
Shen, Hong-2
Shen, Xie Chang
Shenker, Scott
Shephard, Geoffrey C.
Shepp, Lawrence A.
Sherk, F. Arthur
Sherman, N.
Sherman, Seymour
Shermer, Thomas C.
Sherwani, Naveed A.
Shi, Rong Hua-1
Shi, Sheng G.
Shi, Weiping
Shi, Xian Liang
Shi, Zhan
Shieh, Narn-Rueih
Shields, Paul C.
Shier, Douglas R.
Shih, Hui Jan
Shiloach, Yossi
Shiloh, Amnon
Shimizu, T.
Shimshoni, M.
Shimura, Goro
Shinar, Josef
Shing, Man-Tak
Shiokawa, Iekata
Shirokov, Nikolai A.
